"","team_api_id","team_long_name","Play","Creation","Defense","goals"
"318",8533,"Chievo Verona",187,170,156,285
"319",8342,"Club Brugge KV",NA,140,200,421
"320",8342,"Club Brugge KV",NA,170,148,421
"321",8342,"Club Brugge KV",NA,156,162,421
"322",8342,"Club Brugge KV",NA,156,147,421
"323",8342,"Club Brugge KV",139,146,158,421
"324",8342,"Club Brugge KV",139,146,158,421
"325",7869,"Córdoba CF",NA,140,105,22
"326",7869,"Córdoba CF",NA,128,122,22
"327",7869,"Córdoba CF",NA,159,129,22
"328",7869,"Córdoba CF",NA,159,129,22
"329",7869,"Córdoba CF",146,154,129,22
"330",7869,"Córdoba CF",141,171,129,22
"331",2186,"Cracovia",NA,140,205,235
"332",2186,"Cracovia",NA,148,144,235
"333",2186,"Cracovia",NA,168,163,235
"334",2186,"Cracovia",125,165,157,235
"335",2186,"Cracovia",125,165,157,235
"336",9826,"Crystal Palace",NA,205,185,119
"337",9826,"Crystal Palace",NA,169,124,119
"338",9826,"Crystal Palace",NA,182,124,119
"339",9826,"Crystal Palace",NA,182,122,119
"340",9826,"Crystal Palace",165,181,118,119
"341",9826,"Crystal Palace",173,186,111,119
"342",8262,"SV Darmstadt 98",179,174,129,38
"343",8526,"De Graafschap",NA,153,137,130
"344",8526,"De Graafschap",NA,150,136,130
"345",9783,"RC Deportivo de La Coruña",NA,140,115,241
"346",9783,"RC Deportivo de La Coruña",NA,187,151,241
"347",9783,"RC Deportivo de La Coruña",NA,158,154,241
"348",9783,"RC Deportivo de La Coruña",NA,158,154,241
"349",9783,"RC Deportivo de La Coruña",157,158,154,241
"350",9783,"RC Deportivo de La Coruña",155,145,154,241
"351",9836,"Dijon FCO",NA,135,120,38
"352",9836,"Dijon FCO",NA,165,130,38
"353",9836,"Dijon FCO",NA,153,149,38
"354",9836,"Dijon FCO",NA,153,149,38
"355",9836,"Dijon FCO",154,153,149,38
"356",9836,"Dijon FCO",154,153,149,38
"357",8284,"Dundee FC",NA,151,154,127
"358",8284,"Dundee FC",142,158,146,127
"359",9938,"Dundee United",NA,205,200,438
"360",9938,"Dundee United",NA,187,177,438
"361",9938,"Dundee United",NA,135,130,438
"362",9938,"Dundee United",NA,150,134,438
"363",9938,"Dundee United",171,145,133,438
"364",9938,"Dundee United",171,149,143,438
"365",8457,"Dunfermline Athletic",NA,168,148,40
"366",8372,"SD Eibar",165,179,142,83
"367",8372,"SD Eibar",165,166,142,83
"368",9776,"Eintracht Braunschweig",NA,180,144,29
"369",9776,"Eintracht Braunschweig",NA,195,157,29
"370",9776,"Eintracht Braunschweig",183,157,109,29
"371",9776,"Eintracht Braunschweig",164,172,157,29
"372",9810,"Eintracht Frankfurt",NA,165,140,296
"373",9810,"Eintracht Frankfurt",NA,165,151,296
"374",9810,"Eintracht Frankfurt",NA,140,145,296
"375",9810,"Eintracht Frankfurt",NA,140,148,296
"376",9810,"Eintracht Frankfurt",153,159,144,296
"377",9810,"Eintracht Frankfurt",130,145,145,296
"378",10268,"Elche CF",NA,165,140,65
"379",10268,"Elche CF",NA,141,130,65
"380",10268,"Elche CF",NA,164,158,65
"381",10268,"Elche CF",NA,164,158,65
"382",10268,"Elche CF",171,164,158,65
"383",10268,"Elche CF",151,164,158,65
"384",8534,"Empoli",NA,115,90,86
"385",8534,"Empoli",NA,155,137,86
"386",8534,"Empoli",NA,150,130,86
"387",8534,"Empoli",NA,169,148,86
"388",8534,"Empoli",145,184,164,86
"389",8534,"Empoli",145,186,160,86
"390",8398,"FC Energie Cottbus",NA,130,206,30
"391",8398,"FC Energie Cottbus",NA,161,146,30
"392",8398,"FC Energie Cottbus",NA,167,156,30
"393",8398,"FC Energie Cottbus",NA,167,156,30
"394",8398,"FC Energie Cottbus",126,175,154,30
"395",8558,"RCD Espanyol",NA,195,180,338
"396",8558,"RCD Espanyol",NA,196,165,338
"397",8558,"RCD Espanyol",NA,152,122,338
"398",8558,"RCD Espanyol",NA,152,122,338
"399",8558,"RCD Espanyol",146,152,122,338
"400",8558,"RCD Espanyol",146,152,122,338
"401",7842,"Estoril Praia",NA,139,150,167
"402",7842,"Estoril Praia",174,139,150,167
"403",7842,"Estoril Praia",167,139,150,167
"404",6351,"KAS Eupen",NA,160,155,28
"405",8668,"Everton",NA,175,150,439
"406",8668,"Everton",NA,180,180,439
"407",8668,"Everton",NA,161,160,439
"408",8668,"Everton",NA,139,144,439
"409",8668,"Everton",137,146,170,439
"410",8668,"Everton",128,135,169,439
"411",4087,"Évian Thonon Gaillard FC",NA,180,165,180
"412",4087,"Évian Thonon Gaillard FC",NA,168,153,180
"413",4087,"Évian Thonon Gaillard FC",NA,168,153,180
"414",4087,"Évian Thonon Gaillard FC",156,161,153,180
"415",4087,"Évian Thonon Gaillard FC",149,164,140,180
"416",10218,"Excelsior",NA,162,105,154
"417",10218,"Excelsior",NA,145,85,154
"418",10218,"Excelsior",163,136,106,154
"419",8596,"Falkirk",NA,200,200,68
"420",8722,"1. FC Köln",NA,165,170,226
"421",8722,"1. FC Köln",NA,131,136,226
"422",8722,"1. FC Köln",NA,158,165,226
"423",8722,"1. FC Köln",NA,158,165,226
"424",8722,"1. FC Köln",169,159,157,226
"425",8722,"1. FC Köln",171,164,149,226
"426",6631,"FC Dordrecht",134,176,164,24
"427",8674,"FC Groningen",NA,156,90,390
"428",8674,"FC Groningen",NA,177,136,390
"429",8674,"FC Groningen",NA,154,149,390
"430",8674,"FC Groningen",NA,156,149,390
"431",8674,"FC Groningen",128,161,149,390
"432",8674,"FC Groningen",142,170,149,390
"433",9773,"FC Porto",NA,180,90,541
"434",9773,"FC Porto",NA,180,163,541
"435",9773,"FC Porto",NA,196,170,541
"436",9773,"FC Porto",NA,196,175,541
"437",9773,"FC Porto",155,190,178,541
"438",9773,"FC Porto",173,190,178,541
"439",9908,"FC Utrecht",NA,150,90,408
"440",9908,"FC Utrecht",NA,182,125,408
"441",9908,"FC Utrecht",NA,158,141,408
"442",9908,"FC Utrecht",NA,166,141,408
"443",9908,"FC Utrecht",152,156,141,408
"444",9908,"FC Utrecht",143,147,159,408
"445",9824,"FC Vaduz",141,137,133,100
"446",10243,"FC Zürich",NA,165,155,468
"447",10243,"FC Zürich",NA,165,163,468
"448",10243,"FC Zürich",NA,154,146,468
"449",10243,"FC Zürich",NA,154,146,468
"450",10243,"FC Zürich",157,151,146,468
"451",10243,"FC Zürich",157,151,146,468
"452",10235,"Feyenoord",NA,131,90,489
"453",10235,"Feyenoord",NA,108,160,489
"454",10235,"Feyenoord",NA,154,140,489
"455",10235,"Feyenoord",NA,160,126,489
"456",10235,"Feyenoord",154,165,126,489
"457",10235,"Feyenoord",131,146,129,489
"458",8535,"Fiorentina",NA,170,135,440
"459",8535,"Fiorentina",NA,170,140,440
"460",8535,"Fiorentina",NA,165,140,440
"461",8535,"Fiorentina",NA,168,145,440
"462",8535,"Fiorentina",121,172,184,440
"463",8535,"Fiorentina",121,172,178,440
"464",8194,"Fortuna Düsseldorf",NA,172,169,39
"465",8194,"Fortuna Düsseldorf",NA,146,139,39
"466",8194,"Fortuna Düsseldorf",NA,190,165,39
"467",8194,"Fortuna Düsseldorf",NA,175,117,39
"468",8194,"Fortuna Düsseldorf",198,141,145,39
"469",8194,"Fortuna Düsseldorf",156,178,165,39
"470",8358,"SC Freiburg",NA,160,155,245
"471",8358,"SC Freiburg",NA,122,133,245
"472",8358,"SC Freiburg",NA,154,119,245
"473",8358,"SC Freiburg",NA,137,152,245
"474",8358,"SC Freiburg",145,132,158,245
"475",8358,"SC Freiburg",151,144,144,245
"476",9891,"Frosinone",NA,140,125,35
"477",9891,"Frosinone",NA,156,193,35
"478",9891,"Frosinone",157,151,159,35
"479",9879,"Fulham",NA,190,115,265
"480",9879,"Fulham",NA,140,130,265
"481",9879,"Fulham",NA,154,138,265
"482",9879,"Fulham",NA,164,135,265
"483",9879,"Fulham",142,153,96,265
"484",9879,"Fulham",134,152,98,265
"485",9987,"KRC Genk",NA,145,205,348
"486",9987,"KRC Genk",NA,182,149,348
"487",9987,"KRC Genk",NA,159,147,348
"488",9987,"KRC Genk",NA,171,147,348
"489",9987,"KRC Genk",148,171,147,348
"490",9987,"KRC Genk",148,155,163,348
"491",10233,"Genoa",NA,175,135,392
"492",10233,"Genoa",NA,150,154,392
"493",10233,"Genoa",NA,150,140,392
"494",10233,"Genoa",NA,182,146,392
"495",10233,"Genoa",184,168,123,392
"496",10233,"Genoa",184,134,127,392
"497",9991,"KAA Gent",NA,170,135,390
"498",9991,"KAA Gent",NA,184,138,390
"499",9991,"KAA Gent",NA,168,145,390
"500",9991,"KAA Gent",NA,128,143,390
"501",9991,"KAA Gent",142,128,166,390
"502",9991,"KAA Gent",142,142,155,390
"503",8305,"Getafe CF",NA,155,120,345
"504",8305,"Getafe CF",NA,149,164,345
"505",8305,"Getafe CF",NA,152,141,345
"506",8305,"Getafe CF",NA,152,141,345
"507",8305,"Getafe CF",117,152,141,345
"508",8305,"Getafe CF",113,143,134,345
"509",6391,"GFC Ajaccio",NA,179,146,37
"510",6391,"GFC Ajaccio",153,163,141,37
"511",9764,"Gil Vicente FC",NA,152,149,110
"512",9764,"Gil Vicente FC",NA,152,149,110
"513",9764,"Gil Vicente FC",173,147,132,110
"514",9764,"Gil Vicente FC",176,147,132,110
"515",8569,"GKS Bełchatów",NA,155,200,190
"516",8569,"GKS Bełchatów",NA,150,145,190
"517",8569,"GKS Bełchatów",NA,175,127,190
"518",8569,"GKS Bełchatów",NA,139,132,190
"519",8569,"GKS Bełchatów",143,139,132,190
"520",6433,"Go Ahead Eagles",144,132,141,74
"521",6433,"Go Ahead Eagles",160,131,141,74
"522",8019,"Górnik Łęczna",140,139,149,61
"523",8020,"Polonia Bytom",NA,150,185,245
"524",8020,"Polonia Bytom",NA,122,162,245
"525",7878,"Granada CF",NA,168,170,179
"526",7878,"Granada CF",NA,200,162,179
"527",7878,"Granada CF",NA,200,162,179
"528",7878,"Granada CF",151,187,158,179
"529",7878,"Granada CF",166,175,155,179
"530",9956,"Grasshopper Club Zürich",NA,180,160,429
"531",9956,"Grasshopper Club Zürich",NA,184,153,429
"532",9956,"Grasshopper Club Zürich",NA,152,126,429
"533",9956,"Grasshopper Club Zürich",NA,152,126,429
"534",9956,"Grasshopper Club Zürich",164,152,126,429
"535",9956,"Grasshopper Club Zürich",164,152,126,429
"536",9855,"Grenoble Foot 38",NA,195,195,55
"537",9855,"Grenoble Foot 38",NA,150,140,55
"538",8357,"SpVgg Greuther Fürth",NA,170,155,26
"539",8357,"SpVgg Greuther Fürth",NA,158,158,26
"540",8357,"SpVgg Greuther Fürth",NA,141,170,26
"541",8357,"SpVgg Greuther Fürth",NA,149,125,26
"542",8357,"SpVgg Greuther Fürth",164,148,159,26
"543",8357,"SpVgg Greuther Fürth",167,149,170,26
"544",9747,"En Avant de Guingamp",NA,170,125,122
"545",9747,"En Avant de Guingamp",NA,150,125,122
"546",9747,"En Avant de Guingamp",NA,161,138,122
"547",9747,"En Avant de Guingamp",169,150,139,122
"548",9747,"En Avant de Guingamp",158,134,145,122
"549",9790,"Hamburger SV",NA,200,175,344
"550",9790,"Hamburger SV",NA,173,167,344
"551",9790,"Hamburger SV",NA,154,150,344
"552",9790,"Hamburger SV",NA,141,138,344
"553",9790,"Hamburger SV",164,195,140,344
"554",9790,"Hamburger SV",150,167,134,344
"555",8429,"Hamilton Academical FC",NA,200,195,185
"556",8429,"Hamilton Academical FC",NA,139,145,185
"557",8429,"Hamilton Academical FC",143,197,155,185
"558",9904,"Hannover 96",NA,175,210,359
"559",9904,"Hannover 96",NA,151,129,359
"560",9904,"Hannover 96",NA,171,131,359
"561",9904,"Hannover 96",NA,146,134,359
"562",9904,"Hannover 96",141,129,141,359
"563",9904,"Hannover 96",144,129,146,359
"564",9860,"Heart of Midlothian",NA,210,200,317
"565",9860,"Heart of Midlothian",NA,187,190,317
"566",9860,"Heart of Midlothian",NA,175,159,317
"567",9860,"Heart of Midlothian",NA,183,162,317
"568",9860,"Heart of Midlothian",168,176,158,317
"569",9791,"Heracles Almelo",NA,133,90,403
"570",9791,"Heracles Almelo",NA,155,136,403
"571",9791,"Heracles Almelo",NA,173,123,403
"572",9791,"Heracles Almelo",NA,148,137,403
"573",9791,"Heracles Almelo",133,165,169,403
"574",9791,"Heracles Almelo",147,165,169,403
"575",10278,"Hércules Club de Fútbol",NA,155,120,36
"576",10278,"Hércules Club de Fútbol",NA,152,159,36
"577",10278,"Hércules Club de Fútbol",NA,178,160,36
"578",10278,"Hércules Club de Fútbol",NA,178,160,36
"579",10278,"Hércules Club de Fútbol",154,178,160,36
"580",8177,"Hertha BSC Berlin",NA,155,140,238
"581",8177,"Hertha BSC Berlin",NA,172,148,238
"582",8177,"Hertha BSC Berlin",NA,142,155,238
"583",8177,"Hertha BSC Berlin",NA,172,143,238
